0.0282,0.0387,0.1126,0.6515,1.7515,0.857,2.218,2.94
0.025648,0.03524,0.10668,0.62318,1.67686,0.7998,2.0852,2.7628
0.023096,0.03178,0.10076,0.59486,1.60222,0.7426,1.9524,2.5856
0.021818,0.029722,0.09654,0.57018,1.53568,0.695,1.8396,2.431
0.021814,0.029066,0.09402,0.54914,1.47724,0.657,1.7468,2.299
0.02181,0.02841,0.0915,0.5281,1.4188,0.619,1.654,2.167
0.02191,0.02783,0.0893,0.50958,1.36868,0.5898,1.5784,2.0658
0.02201,0.02725,0.0871,0.49106,1.31856,0.5606,1.5028,1.9646
0.023346,0.02813,0.08648,0.4754,1.27236,0.5354,1.4382,1.8734
0.025918,0.03047,0.08744,0.4626,1.23008,0.5142,1.3846,1.7922
0.02849,0.03281,0.0884,0.4498,1.1878,0.493,1.331,1.711
0.036314,0.040014,0.0944,0.44344,1.15696,0.481,1.2898,1.6534
0.044138,0.047218,0.1004,0.43708,1.12612,0.469,1.2486,1.5958
0.05118,0.053804,0.1059,0.43116,1.09748,0.4586,1.2108,1.543
0.05744,0.059772,0.1109,0.42568,1.07104,0.4498,1.1764,1.495
0.0637,0.06574,0.1159,0.4202,1.0446,0.441,1.142,1.447
0.071592,0.073544,0.12286,0.41776,1.02348,0.4366,1.1172,1.4078
0.079484,0.081348,0.12982,0.41532,1.00236,0.4322,1.0924,1.3686
0.112588,0.114366,0.16196,0.43868,1.00824,0.454,1.095,1.361
0.170904,0.172598,0.21928,0.48784,1.04112,0.502,1.125,1.385
0.22922,0.23083,0.2766,0.537,1.074,0.55,1.155,1.409
0.255948,0.257522,0.30308,0.5558,1.0784,0.5688,1.1578,1.4042
0.282676,0.284214,0.32956,0.5746,1.0828,0.5876,1.1606,1.3994
0.3038118,0.305316,0.35004,0.588,1.0826,0.6012,1.1588,1.391
0.3193554,0.320828,0.36452,0.596,1.0778,0.6096,1.1524,1.379
0.334899,0.33634,0.379,0.604,1.073,0.618,1.146,1.367
0.3748522,0.37666,0.41876,0.638,1.0962,0.6556,1.1712,1.3958
0.4148054,0.41698,0.45852,0.672,1.1194,0.6932,1.1964,1.4246
0.4643626,0.466508,0.50752,0.7152,1.1514,0.7352,1.2256,1.4474
0.5235238,0.525244,0.56576,0.7676,1.1922,0.7816,1.2588,1.4642
0.582685,0.58398,0.624,0.82,1.233,0.828,1.292,1.481
